Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Do5#4	C5#4	322	322	1	8	500	95	78	ARANAÐME	5.555556E-02
2	9	Re5	D5	327	327	1	4	1000	95	96	.	0.1666667
3	9	Re5	D5	327	327	1	8	500	95	96	.	0.2222222
4	9	Re5	D5	327	327	1	4	1000	95	96	.	0.3333333
5	9	Mi5	E5	336	336	1	16	250	95	96	.	0.3611111
6	9	Fa5	F5	340	340	1	16	250	95	96	.	0.3888889
7	9	Mi5	E5	336	336	1	16	250	95	96	.	0.4166667
8	9	Re5	D5	327	327	1	16	250	95	96	.	0.4444444
9	9	Do5#4	C5#4	322	322	1	16	250	95	96	.	0.4722222
10	9	Re5	D5	327	327	1	16	250	95	96	.	0.5
11	9	Do5#4	C5#4	322	322	1	16	250	95	96	.	0.5277778
12	9	Si4b4	B4b4	310	310	1	16	250	95	96	.	0.5555556
13	9	La4	A4	305	305	1	16	250	95	96	.	0.5833333
14	9	Sol4	G4	296	296	1	16	250	95	96	.	0.6111111
15	9	La4	A4	305	305	1	16	250	95	96	.	0.6388889
16	9	Si4b4	B4b4	310	310	1	16	250	95	96	.	0.6666667
17	11	Do5#4	C5#4	322	322	1	8	500	95	96	.	0.7222222
18	9	Do5#4	C5#4	322	322	1	16	250	95	96	.	0.75
19	9	Re5	D5	327	327	1	16	250	95	96	.	0.7777778
20	9	Do5#4	C5#4	322	322	1	16	250	95	96	.	0.8055556
21	9	Re5	D5	327	327	1	16	250	95	96	.	0.8333333
22	9	Do5#4	C5#4	322	322	1	16	250	95	96	.	0.8611111
23	9	Re5	D5	327	327	1	16	250	95	96	.	0.8888889
24	9	Do5#4	C5#4	322	322	1	16	250	95	96	.	0.9166667
25	9	Si4b4	B4b4	310	310	1	16	250	95	96	.	0.9444444
26	9	Si4b4	B4b4	310	310	1	16	250	95	96	.	0.9722222
27	9	La4	A4	305	305	1	16	250	95	96	.	1
28	9	La4	A4	305	305	1	8	500	95	96	.	1.055556
29	9	Sol5	G5	349	349	1	4	1000	95	96	.	1.166667
30	9	Fa5#4	F5#4	344	344	1	16	250	95	96	.	1.194444
31	9	Mi5	E5	336	336	1	16	250	95	96	.	1.222222
32	9	Re5	D5	327	327	1	8	500	95	66	.	1.277778
33	9	Fa5#4	F5#4	344	344	1	4	1000	95	68	.	1.388889
34	9	Mi5	E5	336	336	1	16	250	95	69	.	1.416667
35	9	Re5	D5	327	327	1	16	250	95	70	.	1.444444
36	9	Re5	D5	327	327	1	8	500	95	72	.	1.5
37	9	La5	A5	358	358	1	8	500	95	74	.	1.555556
38	9	Sol5	G5	349	349	1	8	500	95	75	.	1.611111
39	9	Fa5#4	F5#4	344	344	1	8	500	95	76	.	1.666667
40	9	Mi5	E5	336	336	1	16	250	95	78	.	1.694444
41	9	Fa5#4	F5#4	344	344	1	16	250	95	96	.	1.722222
42	9	Mi5	E5	336	336	1	16	250	95	96	.	1.75
43	9	Fa5#4	F5#4	344	344	1	16	250	95	66	.	1.777778
44	9	La5	A5	358	358	1	16	250	95	74	.	1.805556
